-0.7594,-0.67475,1.45328,-3.28073,-3.10239,-2.6183099999999997,-1.66346,-1.59877,-1.62017,-1.68697,1
1.3165200000000001,-0.67475,-0.68794,-3.0725599999999997,-3.00163,-2.3792400000000002,-1.6583599999999998,-1.58976,-1.62017,-1.6797900000000001,1
-0.7594,-0.67475,1.45328,-2.36477,-2.34665,-1.7815400000000001,-1.55436,-1.47938,-1.5243799999999998,-1.59358,1
-0.7594,-0.67475,1.45328,-2.57294,-2.59857,-2.02062,-1.60636,-1.55146,-1.5654299999999999,-1.62591,1
-0.7594,-0.67475,1.45328,-2.61458,-2.59857,-2.14016,-1.60432,-1.5402,-1.5335,-1.60795,1
-0.7594,-0.67475,1.45328,-2.4896700000000003,-2.4978,-2.2597,-1.59515,-1.50641,-1.5106899999999999,-1.60795,1
-0.7594,-0.67475,1.45328,-2.78111,-2.64895,-2.3792400000000002,-1.61248,-1.54471,-1.5882399999999999,-1.60795,1
-0.7594,-0.67475,1.45328,-2.98929,-3.00163,-2.85739,-1.6512200000000001,-1.58976,-1.62473,-1.6797900000000001,1
-0.7594,-0.67475,1.45328,-3.0725599999999997,-3.0520099999999997,-2.14016,-1.65428,-1.5965200000000002,-1.61561,-1.6797900000000001,1
-0.7594,-0.67475,1.45328,-2.73948,-2.74971,-2.3792400000000002,-1.6236899999999999,-1.5582200000000002,-1.60192,-1.64746,1
-0.7594,-0.67475,1.45328,-2.4896700000000003,-2.44742,-2.02062,-1.56966,-1.4974,-1.5335,-1.60795,1
-0.7594,-0.67475,1.45328,-2.36477,-2.2962700000000003,-2.02062,-1.57679,-1.5131700000000001,-1.52894,-1.5864,1
-0.7594,-0.67475,1.45328,-3.03092,-3.00163,-2.73785,-1.6502,-1.58525,-1.60192,-1.6726,1
-0.7594,-0.67475,1.45328,-2.4896700000000003,-2.39703,-1.662,-1.57475,-1.51092,-1.52894,-1.60077,1
-0.7594,-0.67475,1.45328,-2.53131,-2.4978,-2.14016,-1.59005,-1.5221799999999999,-1.55631,-1.60795,1
-0.7594,-0.67475,1.45328,-2.2815,-2.34665,-1.9010799999999999,-1.5604799999999999,-1.49515,-1.57455,-1.5720299999999998,1
