-1.58235,1.9092799999999999,-1.0042799999999998,-1.09128,-1.10362,-1.1836799999999998,-1.20718,-1.16325,1
1.2726,0.35962,-0.7659199999999999,-0.9244399999999999,-0.70955,-0.82606,-0.8776200000000001,-0.9320200000000001,1
0.85335,-0.65164,1.8561400000000001,-0.84009,-0.64308,-0.7042,-0.71807,0.16977,1
-1.7969700000000002,2.1901900000000003,0.5848399999999999,-1.16325,-1.21045,-1.24285,-1.28564,-1.75525,1
0.6187600000000001,-0.69377,0.82321,-0.98219,-0.8781,-1.03004,-0.9456200000000001,-0.79164,1
-1.3727200000000002,1.0759299999999998,0.34647,-1.07249,-1.10362,-1.0680100000000001,-1.1417899999999999,-0.62936,1
1.49721,-0.09451,-1.6399299999999999,3.3641300000000003,2.86079,4.7767800000000005,2.4572,-0.6089399999999999,1
1.2027299999999999,-1.36794,1.8561400000000001,-0.82084,-0.20629,-0.17260999999999999,-0.32574000000000003,-1.4627,1
-0.8586299999999999,1.0853,1.8561400000000001,-1.1591200000000002,-1.08938,-1.11127,-1.16794,-1.62066,1
2.45552,-1.33049,-0.607,-1.188,-1.19858,-1.20223,-1.23595,-1.5862399999999999,1
0.05975,-0.23496,0.42593000000000003,-0.54811,-0.54338,-0.54525,-0.5376,-0.82606,1
0.05476,-0.23496,1.3794,0.050069999999999996,0.01211,-0.0021899999999999997,-0.045880000000000004,-0.88175,1
2.4455299999999998,-0.80145,-0.9248299999999999,-1.16371,-1.21994,-1.2331299999999998,-1.2673299999999998,-1.37122,1
-0.50925,-0.43627,0.02865,6.9225,6.11541,9.71469,6.08496,-0.59636,1
1.9164700000000001,-1.06831,-0.44809,-0.48118999999999995,-0.21341,-0.9602799999999999,-0.83054,-1.3988,1
0.05975,-0.26305,1.2999399999999999,-0.76217,-0.84249,-0.81723,-0.84362,-0.64836,1
1.8416,-1.26494,-1.08374,-1.11283,-1.16059,-1.21371,-1.25426,0.07902,1
-0.8935700000000001,1.3708799999999999,-0.6864600000000001,-0.64345,-0.48878,-0.66976,-0.55329,-1.07477,1
-1.41764,1.00571,1.8561400000000001,-0.74338,-0.27513000000000004,-0.32714,-0.30743000000000004,-1.06261,1
-0.9734299999999999,1.38025,-0.36864,-0.7782100000000001,-0.6240899999999999,-0.81016,-0.64484,-1.17309,1
1.6719,0.17235,-1.1632,-0.57928,-0.36059,-0.87374,-0.74946,-1.43359,1
0.29433000000000004,-0.13196,-0.607,-0.98082,-0.96593,-0.8075100000000001,-0.98224,-1.11025,1
-1.09322,2.74732,0.18756,-0.9322299999999999,-0.91371,-1.15984,-1.18364,-1.47591,1
-0.10496,0.50944,-0.52755,-1.0459100000000001,-0.98967,-0.79073,-1.00578,-0.90791,1
-0.649,2.7660400000000003,-0.607,-0.70808,-0.78314,-0.67594,-0.81485,-0.86249,1
1.09791,-0.48777,0.82321,2.5473,2.8702900000000002,4.79179,2.87045,-0.78295,1
0.28934,-0.14601,-0.20972,-0.80709,-0.8045100000000001,-0.7580600000000001,-0.773,-1.5485,1
-2.13638,2.66305,0.18756,-0.7782100000000001,-0.7119300000000001,-0.88345,-0.8959299999999999,-1.4854399999999999,1
0.04477,-0.21623,0.5848399999999999,-1.155,-1.2294399999999999,-1.2243,-1.25949,-0.3925,1
0.1446,-0.05237000000000001,0.5848399999999999,-0.8478899999999999,-0.81638,-0.75276,-0.9560799999999999,-0.86249,1
-0.1399,-0.57673,-1.1632,-0.1507,0.26611999999999997,3.79485,0.30199000000000004,-0.8977,1
-1.75205,2.23232,-1.48102,-1.0408600000000001,-1.03478,-1.1351200000000001,-1.17841,-1.09156,1
-1.39768,1.0759299999999998,1.2999399999999999,0.23571,0.51775,0.32895,0.65247,-1.11625,1
-0.46931999999999996,0.42985,-0.6864600000000001,-0.66133,-0.65258,-0.13376,-0.6762199999999999,-1.01534,1
0.64372,-0.75463,1.8561400000000001,-1.0793700000000002,-1.0324,-0.84372,-1.05548,-1.01755,1
-0.19979,0.37835,-0.8453700000000001,-0.69112,-0.7143,-0.57704,-0.73115,-0.89144,1
-0.98341,1.81097,0.74375,-0.54903,-0.54101,-0.57086,-0.58729,-1.3379,1
0.27936,-0.14132,1.06158,-0.69479,-0.67157,-0.66093,-0.74946,-1.22526,1
-0.10995,0.5188,0.50538,-0.81718,-0.57424,-0.17438,-0.5506800000000001,-1.4840200000000001,1
