2.85716,3.34185,-0.5382600000000001,-0.19841,-0.10006,-0.51807,0.11473,0.26984,0.055060000000000005,5.76075,-0.6734,-3.14705,1
-0.32911999999999997,-0.43846,-0.65273,-0.62056,-0.41786,-0.59873,-0.42053,-0.7330800000000001,-0.32574000000000003,5.2438199999999995,-0.673,-3.1470599999999997,1
1.1515600000000001,1.0669799999999998,-0.50643,-0.15317999999999998,0.30496999999999996,-0.43741,-0.15194000000000002,-0.36001,-0.05432000000000001,2.50807,-0.6742100000000001,-3.14705,1
0.51431,1.7026,-0.5768300000000001,1.1132799999999998,0.7660899999999999,-0.51807,-0.42053,3.20802,6.07486,0.25743,-0.68025,-3.14701,1
0.64551,1.86988,-0.35891,-0.33913000000000004,-0.28076999999999996,-0.43741,-0.30541999999999997,-0.08866,-0.43268,4.56784,-0.67501,-3.14704,1
0.08322,-0.20428,-0.64784,-0.18836,-0.28076999999999996,-0.43741,-0.03875,0.46606000000000003,0.12943,1.28334,-0.67542,-3.14704,1
-0.19792,-0.27119,-0.26158000000000003,0.5403600000000001,0.28005,-0.27609,-0.38216,5.85037,9.66591,1.56168,-0.67461,-3.14705,1
-0.25415,-0.33809,-0.5058199999999999,-0.63564,-0.43656000000000006,-0.59873,-0.38216,-0.80677,-0.34978000000000004,3.83618,-0.6726,-3.1470599999999997,1
0.36436999999999997,1.43497,-0.7672,-0.8517399999999999,-0.68581,-0.6793899999999999,-0.49727,-0.8041,-0.5797800000000001,2.80232,-0.67219,-3.1470599999999997,1
0.12070999999999998,0.33099,0.02307,1.058,0.19280999999999998,-0.51807,-0.11357,1.8306200000000001,3.5108800000000002,6.33336,-0.6762199999999999,-3.14704,1
-0.19792,-0.23773000000000002,-0.47031999999999996,-0.32908000000000004,-0.31193000000000004,-0.6793899999999999,-0.49727,0.18250999999999998,-0.33505999999999997,2.66712,-0.673,-3.1470599999999997,1
1.1515600000000001,3.27495,-0.69252,-0.49491999999999997,-0.46771,-0.6793899999999999,-0.49727,-0.7440100000000001,-0.41548,1.75255,-0.67461,-3.14705,1
1.9012799999999999,2.63932,-0.1214,0.22876999999999997,0.27382,1.9824400000000002,3.4548,0.7541,0.07064,1.30719,-0.67985,-3.14702,1
-0.2354,-0.37155,-0.646,-0.40949,-0.36801,-0.51807,-0.38216,-0.40146,-0.5574100000000001,0.90955,-0.673,-3.1470599999999997,1
-0.1042,-0.20428,-0.52847,0.05287000000000001,-0.25585,-0.038130000000000004,0.53295,2.17048,3.3203300000000002,18.85104,-0.6766300000000001,-3.14704,1
-0.04798,0.0299,-0.72129,1.0982,-0.050210000000000005,-0.59873,-0.4589,2.59397,3.5117599999999998,3.6612199999999997,-0.673,-3.1470599999999997,1
-0.1042,-0.27119,-0.09569,0.6107100000000001,0.6040800000000001,0.28855,-0.38216,0.9827100000000001,1.23127,2.98523,-0.67783,-3.14703,1
-0.2354,-0.30464,-0.14282,0.32425,-0.29946999999999996,-0.59873,-0.30541999999999997,1.30663,-0.24566999999999997,1.7923099999999998,-0.68025,-3.14701,1
0.08322,0.16372,0.70438,0.9574799999999999,0.47322,-0.35675,-0.38216,-0.25045,-0.05803,1.6094,-0.6766300000000001,-3.14704,1
-0.32911999999999997,-0.43846,-0.48868,0.89718,0.49191,-0.59873,-0.42053,1.8300599999999998,3.3786,3.12838,-0.67381,-3.14705,1
-0.21666,-0.23773000000000002,-0.69681,-0.40949,-0.38671,-0.43741,-0.42053,-0.2548,-0.45478,0.9016,-0.6726,-3.1470599999999997,1
0.06448,0.16372,0.42218,0.23379,0.71624,-0.19542,-0.22868000000000002,-0.10903,-0.1402,1.52987,-0.67783,-3.14703,1
1.07659,2.5724099999999996,1.17083,2.2189099999999997,2.77259,-0.19946,-0.26897,-0.41836999999999996,-0.34814,0.90955,-0.6762199999999999,-3.14704,1
-0.1042,-0.27119,-0.78128,-0.06272,0.18035,-0.27609,-0.34379,-0.12572,-0.46363999999999994,4.3213,-0.6742100000000001,-3.14705,1
0.17694000000000001,0.26408000000000004,-0.61845,1.35451,0.06195,-0.19542,-0.11357,2.58843,4.17579,0.9731799999999999,-0.67461,-3.14705,1
-0.17918,-0.20428,0.11183,-0.18333,-0.287,-0.6793899999999999,-0.49727,-0.56024,-0.54271,1.172,-0.67381,-3.14705,1
-0.25415,-0.27119,-0.44338,0.5504100000000001,-0.27454,-0.6793899999999999,-0.49727,1.18418,2.64436,1.62531,-0.67501,-3.14704,1
-0.010490000000000001,0.13026,0.74049,0.16343,0.3112,-0.6793899999999999,-0.49727,-0.77441,-0.46205,0.89365,-0.67542,-3.14704,1
-0.27289,-0.30464,-0.68457,-0.314,-0.23092,-0.6793899999999999,-0.49727,0.37498000000000004,-0.48043,0.84593,-0.673,-3.1470599999999997,1
-0.25415,-0.405,-0.56642,-0.26374000000000003,-0.19353,-0.19542,-0.15194000000000002,-0.70922,-0.5223899999999999,3.93161,-0.6734,-3.14705,1
-0.04798,-0.23773000000000002,-0.81618,-0.41451000000000005,-0.58611,-0.35675,-0.30541999999999997,1.54615,-0.48531,1.27538,-0.6742100000000001,-3.14705,1
0.06448,-0.43846,1.54545,2.63102,2.94083,3.5150099999999997,0.11664000000000001,2.68102,3.2232,2.50807,-0.6846800000000001,-3.14699,1
-0.1042,-0.10392,-0.5927399999999999,-0.43964,-0.13745,-0.51807,-0.4589,-0.31039,-0.37311,1.172,-0.67501,-3.14704,1
-0.029230000000000003,-0.13737,-0.55418,-0.60046,-0.43033000000000005,0.046560000000000004,-0.15194000000000002,0.058370000000000005,-0.1746,1.4026299999999998,-0.67542,-3.14704,1
0.30814,1.16734,-0.39135,-0.58036,-0.44902,-0.59873,-0.4589,-0.74688,-0.50821,4.21791,-0.67381,-3.14705,1
-0.14169,-0.405,0.09775,-0.08785,0.24266,0.5265,-0.15194000000000002,-0.38094,-0.08924,3.34311,-0.67542,-3.14704,1
1.30151,1.33461,0.15406,0.0026100000000000003,0.24266,-0.51807,-0.34379,0.07612999999999999,0.17848,7.71714,-0.6766300000000001,-3.14704,1
0.00825,0.0299,-0.08161,1.25399,0.59785,-0.19542,-0.11357,1.79342,3.32354,5.76871,-0.67381,-3.14705,1
-0.2354,-0.23773000000000002,-0.283,-0.54015,-0.48018,-0.6793899999999999,-0.49727,-0.7008,-0.49588999999999994,1.07656,-0.67219,-3.1470599999999997,1
-0.32911999999999997,-0.405,-0.53276,-0.59041,-0.43033000000000005,-0.6793899999999999,-0.49727,0.37892,-0.3412,1.0208899999999999,-0.6734,-3.14705,1
-0.14169,-0.10392,0.2061,-0.39944,0.06817999999999999,-0.59873,-0.19030999999999998,-0.46243999999999996,-0.26389,3.60555,-0.6742100000000001,-3.14705,1
